,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
0,24749,2,2,Denmark;Copenhagen,2016-01-01,149,0.963,0.55
5828,30577,9,5,Germany;Berlin,2016-06-27,12,0.978,0.01
5829,30578,9,7,Germany;Frankfurt,2016-06-27,11,0.978,0.01
5830,30579,8,7,Germany;Frankfurt,2016-06-27,6,0.978,0.0
5831,30580,11,1,Czech republic;Prague,2016-06-27,6,0.978,0.0
5832,30581,3,1,Czech republic;Prague,2016-06-27,5,0.978,0.0
5833,30582,8,3,Czech republic;Ostrava,2016-06-28,149,0.977,0.55
5834,30583,8,6,Germany;Dresden,2016-06-28,145,0.977,0.55
5835,30584,11,5,Germany;Berlin,2016-06-28,139,0.977,0.55
5836,30585,10,5,Germany;Berlin,2016-06-28,136,0.977,0.55
5837,30586,11,6,Germany;Dresden,2016-06-28,136,0.977,0.55
5838,30587,4,5,Germany;Berlin,2016-06-28,129,0.977,0.55
5839,30588,7,1,Czech republic;Prague,2016-06-28,124,0.977,0.55
5840,30589,7,7,Germany;Frankfurt,2016-06-28,117,0.977,0.55
5841,30590,3,5,Germany;Berlin,2016-06-28,115,0.977,0.55
5842,30591,11,7,Germany;Frankfurt,2016-06-28,115,0.977,0.55
5843,30592,5,5,Germany;Berlin,2016-06-28,112,0.977,0.55
5844,30593,2,7,Germany;Frankfurt,2016-06-28,110,0.977,0.55
5845,30594,6,5,Germany;Berlin,2016-06-28,110,0.977,0.55
5846,30595,1,4,Germany;Frankfurt,2016-06-28,109,0.977,0.55
5847,30596,9,7,Germany;Frankfurt,2016-06-28,109,0.977,0.55
5848,30597,4,3,Czech republic;Brno,2016-06-28,109,0.977,0.55
5849,30598,8,5,Germany;Berlin,2016-06-28,107,0.977,0.55
5850,30599,2,4,Germany;Frankfurt,2016-06-28,106,0.977,0.55
5851,30600,4,5,Germany;Berlin,2016-06-28,99,0.977,0.4
5852,30601,2,6,Germany;Dresden,2016-06-28,95,0.977,0.4
5853,30602,1,5,Germany;Berlin,2016-06-28,95,0.977,0.4
5854,30603,8,1,Czech republic;Prague,2016-06-28,93,0.977,0.4
5855,30604,10,5,Germany;Berlin,2016-06-28,91,0.977,0.4
5856,30605,4,1,Czech republic;Prague,2016-06-28,87,0.977,0.4
5857,30606,9,5,Germany;Berlin,2016-06-28,81,0.977,0.4
5858,30607,11,4,Germany;Frankfurt,2016-06-28,76,0.977,0.4
5859,30608,6,4,Germany;Frankfurt,2016-06-28,76,0.977,0.4
5860,30609,10,7,Germany;Frankfurt,2016-06-28,70,0.977,0.15
5861,30610,5,5,Germany;Berlin,2016-06-28,69,0.977,0.15
5862,30611,11,1,Czech republic;Prague,2016-06-28,67,0.977,0.15
5863,30612,2,5,Germany;Berlin,2016-06-28,66,0.977,0.15
5864,30613,2,2,Denmark;Copenhagen,2016-06-28,64,0.977,0.15
5865,30614,10,3,Czech republic;Ostrava,2016-06-28,43,0.977,0.15
5866,30615,7,5,Germany;Berlin,2016-06-28,41,0.977,0.15
5867,30616,9,7,Germany;Frankfurt,2016-06-28,40,0.977,0.15
5868,30617,5,4,Germany;Frankfurt,2016-06-28,39,0.977,0.15
5869,30618,4,5,Germany;Berlin,2016-06-28,33,0.977,0.15
5870,30619,5,5,Germany;Berlin,2016-06-28,29,0.977,0.15
5871,30620,2,1,Czech republic;Prague,2016-06-28,26,0.977,0.15
5872,30621,1,2,Denmark;Copenhagen,2016-06-28,26,0.977,0.15
5873,30622,7,5,Germany;Berlin,2016-06-28,25,0.977,0.01
5874,30623,5,5,Germany;Berlin,2016-06-28,22,0.977,0.01
5875,30624,8,4,Germany;Frankfurt,2016-06-28,22,0.977,0.01
5876,30625,4,2,Denmark;Copenhagen,2016-06-28,19,0.977,0.01
5877,30626,3,4,Germany;Frankfurt,2016-06-28,16,0.977,0.01
5878,30627,6,7,Germany;Frankfurt,2016-06-28,11,0.977,0.01
5879,30628,4,7,Germany;Frankfurt,2016-06-28,4,0.977,0.0
5880,30629,5,7,Germany;Frankfurt,2016-06-29,148,0.973,0.55
5881,30630,3,5,Germany;Berlin,2016-06-29,147,0.973,0.55
5882,30631,9,7,Germany;Frankfurt,2016-06-29,145,0.973,0.55
5883,30632,3,7,Germany;Frankfurt,2016-06-29,142,0.973,0.55
5884,30633,6,5,Germany;Berlin,2016-06-29,128,0.973,0.55
5885,30634,10,5,Germany;Berlin,2016-06-29,127,0.973,0.55
5886,30635,8,6,Germany;Dresden,2016-06-29,125,0.973,0.55
5887,30636,9,7,Germany;Frankfurt,2016-06-29,125,0.973,0.55
5888,30637,6,5,Germany;Berlin,2016-06-29,123,0.973,0.55
5889,30638,7,2,Denmark;Copenhagen,2016-06-29,120,0.973,0.55
5890,30639,1,1,Czech republic;Prague,2016-06-29,119,0.973,0.55
5891,30640,5,7,Germany;Frankfurt,2016-06-29,117,0.973,0.55
5892,30641,6,7,Germany;Frankfurt,2016-06-29,115,0.973,0.55
5893,30642,2,5,Germany;Berlin,2016-06-29,115,0.973,0.55
5894,30643,7,5,Germany;Berlin,2016-06-29,109,0.973,0.55
5895,30644,2,5,Germany;Berlin,2016-06-29,106,0.973,0.55
5896,30645,9,5,Germany;Berlin,2016-06-29,95,0.973,0.4
5897,30646,11,5,Germany;Berlin,2016-06-29,91,0.973,0.4
5898,30647,6,7,Germany;Frankfurt,2016-06-29,90,0.973,0.4
5899,30648,1,7,Germany;Frankfurt,2016-06-29,87,0.973,0.4
5900,30649,3,5,Germany;Berlin,2016-06-29,85,0.973,0.4
5901,30650,11,3,Czech republic;Ostrava,2016-06-29,81,0.973,0.4
5902,30651,2,6,Germany;Dresden,2016-06-29,79,0.973,0.4
5903,30652,2,6,Germany;Dresden,2016-06-29,60,0.973,0.15
5904,30653,10,3,Czech republic;Ostrava,2016-06-29,59,0.973,0.15
5905,30654,6,7,Germany;Frankfurt,2016-06-29,53,0.973,0.15
5906,30655,1,2,Denmark;Copenhagen,2016-06-29,51,0.973,0.15
5907,30656,4,5,Germany;Berlin,2016-06-29,50,0.973,0.15
5908,30657,1,2,Denmark;Copenhagen,2016-06-29,49,0.973,0.15
5909,30658,5,3,Czech republic;Brno,2016-06-29,46,0.973,0.15
5910,30659,3,5,Germany;Berlin,2016-06-29,41,0.973,0.15
5911,30660,8,1,Czech republic;Prague,2016-06-29,34,0.973,0.15
5912,30661,1,5,Germany;Berlin,2016-06-29,31,0.973,0.15
5913,30662,3,7,Germany;Frankfurt,2016-06-29,31,0.973,0.15
5914,30663,6,7,Germany;Frankfurt,2016-06-29,29,0.973,0.15
5915,30664,3,3,Czech republic;Brno,2016-06-29,24,0.973,0.01
5916,30665,3,5,Germany;Berlin,2016-06-29,20,0.973,0.01
5917,30666,4,7,Germany;Frankfurt,2016-06-29,19,0.973,0.01
5918,30667,5,5,Germany;Berlin,2016-06-29,16,0.973,0.01
5919,30668,7,6,Germany;Dresden,2016-06-29,15,0.973,0.01
5920,30669,1,6,Germany;Dresden,2016-06-29,5,0.973,0.0
5921,30670,11,2,Denmark;Copenhagen,2016-06-30,148,0.978,0.55
5922,30671,6,3,Czech republic;Brno,2016-06-30,145,0.978,0.55
5923,30672,3,7,Germany;Frankfurt,2016-06-30,140,0.978,0.55
5924,30673,9,7,Germany;Frankfurt,2016-06-30,139,0.978,0.55
5925,30674,2,5,Germany;Berlin,2016-06-30,136,0.978,0.55
5926,30675,8,5,Germany;Berlin,2016-06-30,133,0.978,0.55
5927,30676,7,7,Germany;Frankfurt,2016-06-30,133,0.978,0.55
5928,30677,3,4,Germany;Frankfurt,2016-06-30,133,0.978,0.55
5929,30678,3,2,Denmark;Copenhagen,2016-06-30,132,0.978,0.55
5930,30679,1,5,Germany;Berlin,2016-06-30,131,0.978,0.55
5931,30680,10,7,Germany;Frankfurt,2016-06-30,131,0.978,0.55
5932,30681,10,5,Germany;Berlin,2016-06-30,125,0.978,0.55
5933,30682,5,5,Germany;Berlin,2016-06-30,117,0.978,0.55
5934,30683,5,5,Germany;Berlin,2016-06-30,115,0.978,0.55
5935,30684,9,5,Germany;Berlin,2016-06-30,115,0.978,0.55
5936,30685,4,5,Germany;Berlin,2016-06-30,108,0.978,0.55
5937,30686,2,3,Czech republic;Brno,2016-06-30,107,0.978,0.55
5938,30687,5,7,Germany;Frankfurt,2016-06-30,106,0.978,0.55
5939,30688,11,7,Germany;Frankfurt,2016-06-30,101,0.978,0.55
5940,30689,3,7,Germany;Frankfurt,2016-06-30,88,0.978,0.4
5941,30690,4,5,Germany;Berlin,2016-06-30,80,0.978,0.4
5942,30691,2,5,Germany;Berlin,2016-06-30,75,0.978,0.15
5943,30692,11,7,Germany;Frankfurt,2016-06-30,73,0.978,0.15
5944,30693,5,5,Germany;Berlin,2016-06-30,70,0.978,0.15
5945,30694,1,5,Germany;Berlin,2016-06-30,70,0.978,0.15
5946,30695,3,5,Germany;Berlin,2016-06-30,67,0.978,0.15
5947,30696,6,5,Germany;Berlin,2016-06-30,67,0.978,0.15
5948,30697,1,2,Denmark;Copenhagen,2016-06-30,61,0.978,0.15
5949,30698,8,7,Germany;Frankfurt,2016-06-30,58,0.978,0.15
5950,30699,1,5,Germany;Berlin,2016-06-30,54,0.978,0.15
5951,30700,1,1,Czech republic;Prague,2016-06-30,52,0.978,0.15
5952,30701,6,4,Germany;Frankfurt,2016-06-30,51,0.978,0.15
5953,30702,10,2,Denmark;Copenhagen,2016-06-30,41,0.978,0.15
5954,30703,5,1,Czech republic;Prague,2016-06-30,40,0.978,0.15
5955,30704,10,2,Denmark;Copenhagen,2016-06-30,35,0.978,0.15
5956,30705,10,6,Germany;Dresden,2016-06-30,33,0.978,0.15
5957,30706,9,5,Germany;Berlin,2016-06-30,29,0.978,0.15
5958,30707,2,7,Germany;Frankfurt,2016-06-30,27,0.978,0.15
5959,30708,3,5,Germany;Berlin,2016-06-30,24,0.978,0.01
5960,30709,8,4,Germany;Frankfurt,2016-06-30,16,0.978,0.01
5961,30710,11,5,Germany;Berlin,2016-06-30,15,0.978,0.01
5962,30711,8,5,Germany;Berlin,2016-06-30,13,0.978,0.01
5963,30712,4,7,Germany;Frankfurt,2016-06-30,8,0.978,0.0
5964,30713,8,7,Germany;Frankfurt,2016-06-30,8,0.978,0.0
5965,30714,5,7,Germany;Frankfurt,2016-06-30,3,0.978,0.0
5966,30715,10,7,Germany;Frankfurt,2016-06-30,2,0.978,0.0
5967,30716,11,7,Germany;Frankfurt,2016-07-01,147,0.975,0.55
5968,30717,5,2,Denmark;Copenhagen,2016-07-01,142,0.975,0.55
5969,30718,10,7,Germany;Frankfurt,2016-07-01,140,0.975,0.55
5970,30719,10,5,Germany;Berlin,2016-07-01,139,0.975,0.55
5971,30720,6,7,Germany;Frankfurt,2016-07-01,134,0.975,0.55
5972,30721,10,5,Germany;Berlin,2016-07-01,133,0.975,0.55
5973,30722,5,3,Czech republic;Brno,2016-07-01,123,0.975,0.55
5974,30723,2,5,Germany;Berlin,2016-07-01,123,0.975,0.55
5975,30724,2,4,Germany;Frankfurt,2016-07-01,118,0.975,0.55
5976,30725,7,5,Germany;Berlin,2016-07-01,118,0.975,0.55
5977,30726,5,7,Germany;Frankfurt,2016-07-01,112,0.975,0.55
5978,30727,7,6,Germany;Dresden,2016-07-01,107,0.975,0.55
5979,30728,3,4,Germany;Frankfurt,2016-07-01,90,0.975,0.4
5980,30729,10,5,Germany;Berlin,2016-07-01,89,0.975,0.4
5981,30730,2,1,Czech republic;Prague,2016-07-01,89,0.975,0.4
5982,30731,11,7,Germany;Frankfurt,2016-07-01,89,0.975,0.4
5983,30732,1,5,Germany;Berlin,2016-07-01,86,0.975,0.4
5984,30733,8,1,Czech republic;Prague,2016-07-01,83,0.975,0.4
5985,30734,1,5,Germany;Berlin,2016-07-01,82,0.975,0.4
5986,30735,10,5,Germany;Berlin,2016-07-01,75,0.975,0.15
5987,30736,6,5,Germany;Berlin,2016-07-01,64,0.975,0.15
5988,30737,3,4,Germany;Frankfurt,2016-07-01,64,0.975,0.15
5989,30738,8,4,Germany;Frankfurt,2016-07-01,63,0.975,0.15
5990,30739,1,1,Czech republic;Prague,2016-07-01,61,0.975,0.15
5991,30740,1,7,Germany;Frankfurt,2016-07-01,56,0.975,0.15
5992,30741,6,5,Germany;Berlin,2016-07-01,53,0.975,0.15
5993,30742,3,5,Germany;Berlin,2016-07-01,53,0.975,0.15
5994,30743,8,1,Czech republic;Prague,2016-07-01,52,0.975,0.15
5995,30744,3,7,Germany;Frankfurt,2016-07-01,52,0.975,0.15
5996,30745,11,7,Germany;Frankfurt,2016-07-01,46,0.975,0.15
5997,30746,9,7,Germany;Frankfurt,2016-07-01,45,0.975,0.15
5998,30747,11,6,Germany;Dresden,2016-07-01,41,0.975,0.15
5999,30748,3,3,Czech republic;Brno,2016-07-01,40,0.975,0.15
6000,30749,4,5,Germany;Berlin,2016-07-01,36,0.975,0.15
6001,30750,2,5,Germany;Berlin,2016-07-01,27,0.975,0.15
6002,30751,7,5,Germany;Berlin,2016-07-01,25,0.975,0.01
6003,30752,8,5,Germany;Berlin,2016-07-01,25,0.975,0.01
6004,30753,8,5,Germany;Berlin,2016-07-01,22,0.975,0.01
6005,30754,4,1,Czech republic;Prague,2016-07-01,21,0.975,0.01
6006,30755,8,5,Germany;Berlin,2016-07-01,18,0.975,0.01
6007,30756,5,7,Germany;Frankfurt,2016-07-01,17,0.975,0.01
6008,30757,6,7,Germany;Frankfurt,2016-07-01,15,0.975,0.01
6009,30758,11,5,Germany;Berlin,2016-07-01,14,0.975,0.01
6010,30759,1,3,Czech republic;Brno,2016-07-01,13,0.975,0.01
6011,30760,1,2,Denmark;Copenhagen,2016-07-01,12,0.975,0.01
6012,30761,4,5,Germany;Berlin,2016-07-01,6,0.975,0.0
6013,30762,9,7,Germany;Frankfurt,2016-07-01,1,0.975,0.0
6014,30763,4,2,Denmark;Copenhagen,2016-07-02,150,0.978,0.55
6015,30764,10,1,Czech republic;Prague,2016-07-02,145,0.978,0.55
6016,30765,5,1,Czech republic;Prague,2016-07-02,144,0.978,0.55
6017,30766,2,3,Czech republic;Brno,2016-07-02,143,0.978,0.55
6018,30767,4,5,Germany;Berlin,2016-07-02,139,0.978,0.55
6019,30768,4,6,Germany;Dresden,2016-07-02,138,0.978,0.55
6020,30769,7,7,Germany;Frankfurt,2016-07-02,137,0.978,0.55
6021,30770,6,7,Germany;Frankfurt,2016-07-02,130,0.978,0.55
6022,30771,5,5,Germany;Berlin,2016-07-02,130,0.978,0.55
6023,30772,9,5,Germany;Berlin,2016-07-02,115,0.978,0.55
6024,30773,6,6,Germany;Dresden,2016-07-02,112,0.978,0.55
6025,30774,6,6,Germany;Dresden,2016-07-02,108,0.978,0.55
6026,30775,4,2,Denmark;Copenhagen,2016-07-02,103,0.978,0.55
6027,30776,11,5,Germany;Berlin,2016-07-02,101,0.978,0.55
6028,30777,9,5,Germany;Berlin,2016-07-02,89,0.978,0.4
6029,30778,11,4,Germany;Frankfurt,2016-07-02,85,0.978,0.4
6030,30779,8,5,Germany;Berlin,2016-07-02,83,0.978,0.4
6031,30780,11,5,Germany;Berlin,2016-07-02,82,0.978,0.4
6032,30781,4,4,Germany;Frankfurt,2016-07-02,77,0.978,0.4
6033,30782,8,7,Germany;Frankfurt,2016-07-02,61,0.978,0.15
6034,30783,2,5,Germany;Berlin,2016-07-02,60,0.978,0.15
6035,30784,9,1,Czech republic;Prague,2016-07-02,57,0.978,0.15
6036,30785,2,3,Czech republic;Brno,2016-07-02,51,0.978,0.15
6037,30786,5,1,Czech republic;Prague,2016-07-02,49,0.978,0.15
6038,30787,3,7,Germany;Frankfurt,2016-07-02,49,0.978,0.15
6039,30788,6,5,Germany;Berlin,2016-07-02,45,0.978,0.15
6040,30789,9,5,Germany;Berlin,2016-07-02,45,0.978,0.15
6041,30790,10,5,Germany;Berlin,2016-07-02,43,0.978,0.15
6042,30791,6,7,Germany;Frankfurt,2016-07-02,40,0.978,0.15
6043,30792,3,5,Germany;Berlin,2016-07-02,32,0.978,0.15
6044,30793,10,6,Germany;Dresden,2016-07-02,30,0.978,0.15
6045,30794,8,5,Germany;Berlin,2016-07-02,29,0.978,0.15
6046,30795,1,7,Germany;Frankfurt,2016-07-02,27,0.978,0.15
6047,30796,10,6,Germany;Dresden,2016-07-02,23,0.978,0.01
6048,30797,9,6,Germany;Dresden,2016-07-02,23,0.978,0.01
6049,30798,9,1,Czech republic;Prague,2016-07-02,18,0.978,0.01
6050,30799,4,5,Germany;Berlin,2016-07-02,17,0.978,0.01
6051,30800,9,3,Czech republic;Ostrava,2016-07-02,14,0.978,0.01
6052,30801,1,6,Germany;Dresden,2016-07-02,10,0.978,0.0
6053,30802,7,2,Denmark;Copenhagen,2016-07-02,9,0.978,0.0
6054,30803,11,3,Czech republic;Ostrava,2016-07-02,2,0.978,0.0
6055,30804,7,4,Germany;Frankfurt,2016-07-05,149,0.974,0.55
6056,30805,9,2,Denmark;Copenhagen,2016-07-05,148,0.974,0.55
6057,30806,7,7,Germany;Frankfurt,2016-07-05,148,0.974,0.55
6058,30807,10,7,Germany;Frankfurt,2016-07-05,146,0.974,0.55
6059,30808,10,7,Germany;Frankfurt,2016-07-05,142,0.974,0.55
6060,30809,3,3,Czech republic;Brno,2016-07-05,140,0.974,0.55
6061,30810,1,1,Czech republic;Prague,2016-07-05,137,0.974,0.55
6062,30811,4,7,Germany;Frankfurt,2016-07-05,134,0.974,0.55
6063,30812,3,3,Czech republic;Brno,2016-07-05,133,0.974,0.55
6064,30813,7,4,Germany;Frankfurt,2016-07-05,129,0.974,0.55
6065,30814,10,7,Germany;Frankfurt,2016-07-05,125,0.974,0.55
6066,30815,9,5,Germany;Berlin,2016-07-05,120,0.974,0.55
6067,30816,6,3,Czech republic;Brno,2016-07-05,115,0.974,0.55
6068,30817,10,6,Germany;Dresden,2016-07-05,112,0.974,0.55
6069,30818,11,5,Germany;Berlin,2016-07-05,111,0.974,0.55
6070,30819,8,2,Denmark;Copenhagen,2016-07-05,111,0.974,0.55
6071,30820,2,5,Germany;Berlin,2016-07-05,98,0.974,0.4
6072,30821,5,1,Czech republic;Prague,2016-07-05,95,0.974,0.4
6073,30822,4,7,Germany;Frankfurt,2016-07-05,93,0.974,0.4
6074,30823,9,3,Czech republic;Ostrava,2016-07-05,92,0.974,0.4
6075,30824,1,7,Germany;Frankfurt,2016-07-05,91,0.974,0.4
6076,30825,10,1,Czech republic;Prague,2016-07-05,90,0.974,0.4
6077,30826,10,5,Germany;Berlin,2016-07-05,86,0.974,0.4
6078,30827,10,1,Czech republic;Prague,2016-07-05,83,0.974,0.4
6079,30828,2,5,Germany;Berlin,2016-07-05,82,0.974,0.4
6080,30829,2,7,Germany;Frankfurt,2016-07-05,81,0.974,0.4
6081,30830,5,5,Germany;Berlin,2016-07-05,80,0.974,0.4
6082,30831,9,5,Germany;Berlin,2016-07-05,78,0.974,0.4
6083,30832,10,7,Germany;Frankfurt,2016-07-05,77,0.974,0.4
6084,30833,9,5,Germany;Berlin,2016-07-05,76,0.974,0.4
6085,30834,6,6,Germany;Dresden,2016-07-05,70,0.974,0.15
6086,30835,10,2,Denmark;Copenhagen,2016-07-05,65,0.974,0.15
6087,30836,6,5,Germany;Berlin,2016-07-05,63,0.974,0.15
6088,30837,8,7,Germany;Frankfurt,2016-07-05,62,0.974,0.15
6089,30838,5,7,Germany;Frankfurt,2016-07-05,59,0.974,0.15
6090,30839,5,3,Czech republic;Brno,2016-07-05,57,0.974,0.15
6091,30840,9,4,Germany;Frankfurt,2016-07-05,50,0.974,0.15
6092,30841,10,5,Germany;Berlin,2016-07-05,50,0.974,0.15
6093,30842,10,5,Germany;Berlin,2016-07-05,45,0.974,0.15
6094,30843,4,1,Czech republic;Prague,2016-07-05,41,0.974,0.15
6095,30844,10,2,Denmark;Copenhagen,2016-07-05,25,0.974,0.01
6096,30845,9,1,Czech republic;Prague,2016-07-05,20,0.974,0.01
6097,30846,9,1,Czech republic;Prague,2016-07-05,18,0.974,0.01
6098,30847,5,5,Germany;Berlin,2016-07-05,18,0.974,0.01
6099,30848,11,2,Denmark;Copenhagen,2016-07-05,17,0.974,0.01
6100,30849,6,5,Germany;Berlin,2016-07-05,12,0.974,0.01
6101,30850,7,4,Germany;Frankfurt,2016-07-05,11,0.974,0.01
6102,30851,7,7,Germany;Frankfurt,2016-07-05,10,0.974,0.0
6103,30852,6,1,Czech republic;Prague,2016-07-05,10,0.974,0.0
6104,30853,2,1,Czech republic;Prague,2016-07-05,3,0.974,0.0
6105,30854,6,3,Czech republic;Brno,2016-07-05,2,0.974,0.0
6106,30855,7,7,Germany;Frankfurt,2016-07-06,150,0.983,0.55
6107,30856,3,7,Germany;Frankfurt,2016-07-06,146,0.983,0.55
6108,30857,6,5,Germany;Berlin,2016-07-06,145,0.983,0.55
6109,30858,8,1,Czech republic;Prague,2016-07-06,142,0.983,0.55
6110,30859,4,1,Czech republic;Prague,2016-07-06,138,0.983,0.55
6111,30860,10,7,Germany;Frankfurt,2016-07-06,137,0.983,0.55
6112,30861,11,5,Germany;Berlin,2016-07-06,133,0.983,0.55
6113,30862,9,5,Germany;Berlin,2016-07-06,133,0.983,0.55
6114,30863,10,6,Germany;Dresden,2016-07-06,131,0.983,0.55
6115,30864,1,7,Germany;Frankfurt,2016-07-06,126,0.983,0.55
6116,30865,8,5,Germany;Berlin,2016-07-06,126,0.983,0.55
6117,30866,11,7,Germany;Frankfurt,2016-07-06,114,0.983,0.55
6118,30867,6,5,Germany;Berlin,2016-07-06,114,0.983,0.55
6119,30868,7,5,Germany;Berlin,2016-07-06,114,0.983,0.55
6120,30869,9,5,Germany;Berlin,2016-07-06,111,0.983,0.55
6121,30870,9,2,Denmark;Copenhagen,2016-07-06,107,0.983,0.55
6122,30871,6,7,Germany;Frankfurt,2016-07-06,107,0.983,0.55
6123,30872,11,2,Denmark;Copenhagen,2016-07-06,104,0.983,0.55
6124,30873,1,4,Germany;Frankfurt,2016-07-06,100,0.983,0.55
6125,30874,3,5,Germany;Berlin,2016-07-06,77,0.983,0.4
6126,30875,6,7,Germany;Frankfurt,2016-07-06,75,0.983,0.15
6127,30876,10,1,Czech republic;Prague,2016-07-06,74,0.983,0.15
6128,30877,1,5,Germany;Berlin,2016-07-06,73,0.983,0.15
6129,30878,5,5,Germany;Berlin,2016-07-06,72,0.983,0.15
6130,30879,10,5,Germany;Berlin,2016-07-06,67,0.983,0.15
6131,30880,7,1,Czech republic;Prague,2016-07-06,67,0.983,0.15
6132,30881,11,5,Germany;Berlin,2016-07-06,63,0.983,0.15
6133,30882,2,7,Germany;Frankfurt,2016-07-06,63,0.983,0.15
6134,30883,3,6,Germany;Dresden,2016-07-06,60,0.983,0.15
6135,30884,6,7,Germany;Frankfurt,2016-07-06,59,0.983,0.15
6136,30885,7,1,Czech republic;Prague,2016-07-06,57,0.983,0.15
6137,30886,8,5,Germany;Berlin,2016-07-06,56,0.983,0.15
6138,30887,7,5,Germany;Berlin,2016-07-06,54,0.983,0.15
6139,30888,3,6,Germany;Dresden,2016-07-06,47,0.983,0.15
6140,30889,6,2,Denmark;Copenhagen,2016-07-06,39,0.983,0.15
6141,30890,9,7,Germany;Frankfurt,2016-07-06,39,0.983,0.15
6142,30891,2,3,Czech republic;Brno,2016-07-06,37,0.983,0.15
6143,30892,7,7,Germany;Frankfurt,2016-07-06,34,0.983,0.15
6144,30893,10,3,Czech republic;Ostrava,2016-07-06,33,0.983,0.15
6145,30894,11,5,Germany;Berlin,2016-07-06,32,0.983,0.15
6146,30895,7,1,Czech republic;Prague,2016-07-06,25,0.983,0.01
6147,30896,7,5,Germany;Berlin,2016-07-06,22,0.983,0.01
6148,30897,4,7,Germany;Frankfurt,2016-07-06,21,0.983,0.01
6149,30898,8,4,Germany;Frankfurt,2016-07-06,17,0.983,0.01
6150,30899,7,5,Germany;Berlin,2016-07-06,12,0.983,0.01
6151,30900,2,7,Germany;Frankfurt,2016-07-06,5,0.983,0.0
6152,30901,9,3,Czech republic;Ostrava,2016-07-07,150,0.978,0.55
6153,30902,7,5,Germany;Berlin,2016-07-07,143,0.978,0.55
6154,30903,5,3,Czech republic;Brno,2016-07-07,142,0.978,0.55
6155,30904,9,6,Germany;Dresden,2016-07-07,138,0.978,0.55
6156,30905,10,3,Czech republic;Ostrava,2016-07-07,137,0.978,0.55
6157,30906,11,4,Germany;Frankfurt,2016-07-07,136,0.978,0.55
6158,30907,9,5,Germany;Berlin,2016-07-07,131,0.978,0.55
6159,30908,9,5,Germany;Berlin,2016-07-07,130,0.978,0.55
6160,30909,6,3,Czech republic;Brno,2016-07-07,129,0.978,0.55
6161,30910,8,5,Germany;Berlin,2016-07-07,128,0.978,0.55
6162,30911,10,5,Germany;Berlin,2016-07-07,125,0.978,0.55
6163,30912,2,5,Germany;Berlin,2016-07-07,123,0.978,0.55
6164,30913,2,5,Germany;Berlin,2016-07-07,119,0.978,0.55
6165,30914,8,5,Germany;Berlin,2016-07-07,118,0.978,0.55
6166,30915,10,7,Germany;Frankfurt,2016-07-07,111,0.978,0.55
6167,30916,2,7,Germany;Frankfurt,2016-07-07,110,0.978,0.55
6168,30917,7,5,Germany;Berlin,2016-07-07,108,0.978,0.55
6169,30918,1,5,Germany;Berlin,2016-07-07,103,0.978,0.55
6170,30919,7,5,Germany;Berlin,2016-07-07,102,0.978,0.55
6171,30920,10,3,Czech republic;Ostrava,2016-07-07,97,0.978,0.4
6172,30921,2,4,Germany;Frankfurt,2016-07-07,95,0.978,0.4
6173,30922,5,7,Germany;Frankfurt,2016-07-07,86,0.978,0.4
6174,30923,8,5,Germany;Berlin,2016-07-07,84,0.978,0.4
6175,30924,5,7,Germany;Frankfurt,2016-07-07,82,0.978,0.4
6176,30925,6,7,Germany;Frankfurt,2016-07-07,81,0.978,0.4
6177,30926,11,5,Germany;Berlin,2016-07-07,80,0.978,0.4
6178,30927,11,7,Germany;Frankfurt,2016-07-07,79,0.978,0.4
6179,30928,7,1,Czech republic;Prague,2016-07-07,78,0.978,0.4
6180,30929,9,2,Denmark;Copenhagen,2016-07-07,70,0.978,0.15
6181,30930,6,5,Germany;Berlin,2016-07-07,70,0.978,0.15
6182,30931,2,5,Germany;Berlin,2016-07-07,68,0.978,0.15
6183,30932,7,5,Germany;Berlin,2016-07-07,68,0.978,0.15
6184,30933,4,5,Germany;Berlin,2016-07-07,67,0.978,0.15
6185,30934,10,6,Germany;Dresden,2016-07-07,65,0.978,0.15
6186,30935,6,7,Germany;Frankfurt,2016-07-07,63,0.978,0.15
6187,30936,7,5,Germany;Berlin,2016-07-07,61,0.978,0.15
6188,30937,5,7,Germany;Frankfurt,2016-07-07,55,0.978,0.15
6189,30938,11,6,Germany;Dresden,2016-07-07,53,0.978,0.15
6190,30939,8,7,Germany;Frankfurt,2016-07-07,52,0.978,0.15
6191,30940,3,2,Denmark;Copenhagen,2016-07-07,46,0.978,0.15
6192,30941,4,5,Germany;Berlin,2016-07-07,46,0.978,0.15
6193,30942,11,7,Germany;Frankfurt,2016-07-07,45,0.978,0.15
6194,30943,5,5,Germany;Berlin,2016-07-07,39,0.978,0.15
6195,30944,5,7,Germany;Frankfurt,2016-07-07,38,0.978,0.15
6196,30945,6,1,Czech republic;Prague,2016-07-07,29,0.978,0.15
6197,30946,1,7,Germany;Frankfurt,2016-07-07,23,0.978,0.01
6198,30947,5,5,Germany;Berlin,2016-07-07,23,0.978,0.01
6199,30948,3,7,Germany;Frankfurt,2016-07-07,20,0.978,0.01
6200,30949,8,3,Czech republic;Ostrava,2016-07-07,19,0.978,0.01
6201,30950,10,5,Germany;Berlin,2016-07-07,15,0.978,0.01
6202,30951,2,5,Germany;Berlin,2016-07-07,15,0.978,0.01
